Country Name,Country Code,1960 [YR1960],1964 [YR1964],1968 [YR1968],1972 [YR1972],1976 [YR1976],1980 [YR1980],1984 [YR1984],1988 [YR1988],1992 [YR1992],1994 [YR1994],1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2004 [YR2004],2006 [YR2006],2008 [YR2008],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018]
Tonga,TON,..,..,..,..,30036416.96,53260077.43,64248354.54,106657267.40,137066290.60,193775943.00,219583570.10,188686997.30,202363492.20,182737040.10,229358214.80,294137737.10,349484427.60,369485198.80,472358251.20,443911052.30,401109307.40,450353313.90
Trinidad and Tobago,TTO,535670127.70,711893367.60,758899950.00,1083381044.00,2500410584.00,6235833333.00,7757083333.00,4496852073.00,5439552941.00,4947205860.00,5759537726.00,6043694330.00,8154338233.00,9008273721.00,13280275123.00,18369361094.00,27871587350.00,22157948396.00,25769329445.00,27477965424.00,21746391333.00,23410353435.00
Tunisia,TUN,..,..,1214666667.00,2237476420.00,4507929104.00,8744134354.00,8254891864.00,10096292842.00,15497286296.00,15632463424.00,19587322786.00,21803372267.00,21473188882.00,23142294436.00,31183139301.00,34378437265.00,44856586316.00,44050929160.00,45044112939.00,47632326088.00,41808379888.00,39860715814.00
Turkey,TUR,13995067818.00,11177777778.00,17500000000.00,20431095406.00,51280134554.00,68789289566.00,59989909458.00,90852814005.00,158000000000.00,131000000000.00,181000000000.00,276000000000.00,273000000000.00,238000000000.00,405000000000.00,552000000000.00,764000000000.00,772000000000.00,874000000000.00,934000000000.00,864000000000.00,767000000000.00
Turkmenistan,TKM,..,..,..,..,..,..,..,3010982414.00,3200539816.00,2561118608.00,2378759975.00,2605688065.00,2904662605.00,4461978499.00,6838351088.00,10276674365.00,19271523179.00,22583157895.00,35164210526.00,43524210526.00,36180000000.00,40761142857.00
Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,366707910.00,485598810.00,721891470.00,862683630.00,686787810.00,715722770.00,823968140.00,950357510.00,1022312010.00
Tuvalu,TUV,..,..,..,..,..,..,..,..,9742949.47,10886825.56,12334846.23,12757632.87,13742057.05,15450994.24,21534931.61,22902861.45,30290770.26,31824701.28,37671734.49,37291841.43,36547419.87,42587778.47
Uganda,UGA,423008385.70,589056603.80,1037815126.00,1491596639.00,2447300000.00,1244610000.00,3615647477.00,6508931652.00,2857457860.00,3990430447.00,6044585327.00,6584815847.00,6193246837.00,6178563591.00,7940362799.00,9942597780.00,14239026630.00,20186496527.00,23114293416.00,27291879819.00,24133664285.00,27476945526.00
Ukraine,UKR,..,..,..,..,..,..,..,74703517903.00,73942235330.00,52549555149.00,44558077827.00,41883241472.00,31261527363.00,42351593887.00,64819702952.00,108000000000.00,180000000000.00,136000000000.00,176000000000.00,134000000000.00,93355993629.00,131000000000.00
United Arab Emirates,ARE,..,..,..,..,19213022691.00,43598748449.00,41807954236.00,36275674203.00,54239171888.00,59305093980.00,73571233996.00,75674336283.00,104000000000.00,110000000000.00,148000000000.00,222000000000.00,315000000000.00,290000000000.00,375000000000.00,403000000000.00,357000000000.00,414000000000.00
United Kingdom,GBR,72328047042.00,93387598814.00,105000000000.00,170000000000.00,233000000000.00,565000000000.00,461000000000.00,910000000000.00,1180000000000.00,1140000000000.00,1410000000000.00,1640000000000.00,1650000000000.00,1770000000000.00,2400000000000.00,2700000000000.00,2900000000000.00,2450000000000.00,2680000000000.00,3030000000000.00,2660000000000.00,2830000000000.00
United States,USA,543000000000.00,686000000000.00,943000000000.00,1280000000000.00,1870000000000.00,2860000000000.00,4040000000000.00,5240000000000.00,6520000000000.00,7290000000000.00,8070000000000.00,9060000000000.00,10300000000000.00,10900000000000.00,12200000000000.00,13800000000000.00,14700000000000.00,15000000000000.00,16200000000000.00,17500000000000.00,18700000000000.00,20500000000000.00
Uruguay,URY,1242289239.00,1975701816.00,1593675330.00,2189418001.00,3667161241.00,10163020116.00,4850241442.00,8213515459.00,12878199881.00,17474647792.00,20515543039.00,25385928198.00,22823255802.00,13606494599.00,13686329890.00,19579457966.00,30366213119.00,40284481652.00,51264390116.00,57236013086.00,52687612262.00,59596885024.00
Uzbekistan,UZB,..,..,..,..,..,..,..,..,12941297376.00,12899156991.00,13948892216.00,14988971211.00,13760513969.00,9687788513.00,12030023548.00,17330833853.00,29549438884.00,39332770929.00,51821573338.00,76658542757.00,81779019096.00,50499920318.00
Vanuatu,VUT,..,..,..,..,..,113423181.30,135553764.00,148545381.40,196142585.00,219260341.10,245177633.20,262301252.80,272014693.10,262603781.80,364996869.10,439376794.10,607958616.10,700804286.20,781702874.10,814954307.00,787942567.40,887817896.30
"Venezuela, RB",VEN,7779090909.00,8099318182.00,10034444444.00,13977727273.00,31419534884.00,59116511628.00,60010285714.00,60226413793.00,60401798246.00,58418666667.00,70543211119.00,91331203433.00,117000000000.00,92893587734.00,112000000000.00,183000000000.00,316000000000.00,393000000000.00,381000000000.00,482000000000.00,..,..
Vietnam,VNM,..,..,..,..,..,..,..,25423812649.00,9866990236.00,16286433533.00,24657470575.00,27209602050.00,31172518403.00,35064105501.00,45427854693.00,66371664817.00,99130304099.00,116000000000.00,156000000000.00,186000000000.00,205000000000.00,245000000000.00
Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,3269000000.00,3799000000.00,4504000000.00,4250000000.00,4339000000.00,4095000000.00,3622000000.00,3863000000.00,..
West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,2843300000.00,3409600000.00,4067800000.00,4313600000.00,3555800000.00,4329200000.00,4910100000.00,6673500000.00,8913100000.00,11279400000.00,12715600000.00,13425700000.00,14615900000.00
"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,6463649985.00,4167356037.00,5785685311.00,6325141676.00,9652436180.00,10694628092.00,13872791659.00,19061978586.00,26910851362.00,30906749533.00,35401339869.00,43228585321.00,30968242968.00,26914402224.00
Zambia,ZMB,713000000.00,839428571.40,1605857143.00,1910714286.00,2746714286.00,3829500000.00,2739444444.00,3713614458.00,3181921788.00,3656647744.00,3597220962.00,3537683046.00,3600683040.00,4193845678.00,6221077675.00,12756858899.00,17910858638.00,20265556274.00,25503370699.00,27150630607.00,20954754378.00,26720073436.00
Zimbabwe,ZWE,1052990400.00,1217138000.00,1479599900.00,2677729400.00,4318372000.00,6678868200.00,6352125900.00,7814784100.00,6751472200.00,6890675000.00,8553146600.00,6401968200.00,6689957600.00,6342116400.00,5805598400.00,5443896500.00,4415702800.00,12041655200.00,17114849900.00,19495519600.00,20548678100.00,31000519447.00
Arab World,ARB,..,..,25602754731.00,43793898646.00,145000000000.00,337000000000.00,311000000000.00,308000000000.00,472000000000.00,488000000000.00,578000000000.00,592000000000.00,735000000000.00,729000000000.00,964000000000.00,1400000000000.00,2080000000000.00,2110000000000.00,2790000000000.00,2910000000000.00,2510000000000.00,2780000000000.00
Caribbean small states,CSS,1875461583.00,2463899991.00,3075645925.00,4627346329.00,7911686087.00,13327466848.00,15758758859.00,16142747240.00,17493258387.00,19905802821.00,24020648568.00,30069769929.00,34177854580.00,36957890214.00,43222083525.00,54566092910.00,69106766833.00,63286770719.00,70778783661.00,72804605848.00,67183921136.00,72930271173.00
Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,259000000000.00,309000000000.00,415000000000.00,448000000000.00,428000000000.00,527000000000.00,762000000000.00,1000000000000.00,1530000000000.00,1310000000000.00,1350000000000.00,1460000000000.00,1320000000000.00,1630000000000.00
Early-demographic dividend,EAR,153000000000.00,193000000000.00,235000000000.00,331000000000.00,694000000000.00,1300000000000.00,1390000000000.00,1550000000000.00,2110000000000.00,2430000000000.00,2720000000000.00,2870000000000.00,3300000000000.00,3170000000000.00,4090000000000.00,5470000000000.00,7310000000000.00,8550000000000.00,10000000000000.00,10600000000000.00,10500000000000.00,11600000000000.00
East Asia & Pacific,EAS,153000000000.00,202000000000.00,300000000000.00,562000000000.00,1030000000000.00,1810000000000.00,2230000000000.00,4350000000000.00,5840000000000.00,7300000000000.00,7990000000000.00,6860000000000.00,8280000000000.00,7830000000000.00,9650000000000.00,10900000000000.00,14100000000000.00,16900000000000.00,21000000000000.00,21900000000000.00,22400000000000.00,25900000000000.00
East Asia & Pacific (excluding high income),EAP,80254556955.00,81049248648.00,101000000000.00,155000000000.00,251000000000.00,375000000000.00,478000000000.00,572000000000.00,806000000000.00,1060000000000.00,1510000000000.00,1430000000000.00,1740000000000.00,2040000000000.00,2680000000000.00,3740000000000.00,5990000000000.00,7870000000000.00,10700000000000.00,12700000000000.00,13500000000000.00,16300000000000.00
East Asia & Pacific (IDA & IBRD countries),TEA,80089044323.00,80882097088.00,101000000000.00,154000000000.00,250000000000.00,374000000000.00,477000000000.00,571000000000.00,805000000000.00,1060000000000.00,1510000000000.00,1430000000000.00,1730000000000.00,2040000000000.00,2680000000000.00,3730000000000.00,5980000000000.00,7850000000000.00,10700000000000.00,12700000000000.00,13400000000000.00,16200000000000.00
Euro area,EMU,245000000000.00,374000000000.00,518000000000.00,879000000000.00,1570000000000.00,2960000000000.00,2330000000000.00,4570000000000.00,6730000000000.00,6510000000000.00,7610000000000.00,7150000000000.00,6480000000000.00,7170000000000.00,10200000000000.00,11200000000000.00,14100000000000.00,12700000000000.00,12700000000000.00,13500000000000.00,12000000000000.00,13700000000000.00
Europe & Central Asia,ECS,435000000000.00,618000000000.00,820000000000.00,1370000000000.00,2400000000000.00,4590000000000.00,3670000000000.00,7130000000000.00,9770000000000.00,9400000000000.00,11100000000000.00,10800000000000.00,10000000000000.00,11100000000000.00,15700000000000.00,18100000000000.00,23300000000000.00,20900000000000.00,22400000000000.00,23700000000000.00,20400000000000.00,23000000000000.00
Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,904000000000.00,829000000000.00,707000000000.00,766000000000.00,747000000000.00,698000000000.00,793000000000.00,1320000000000.00,2060000000000.00,3310000000000.00,3100000000000.00,4060000000000.00,4040000000000.00,2960000000000.00,3390000000000.00
Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,989000000000.00,944000000000.00,837000000000.00,950000000000.00,946000000000.00,892000000000.00,1020000000000.00,1620000000000.00,2460000000000.00,3920000000000.00,3640000000000.00,4610000000000.00,4640000000000.00,3480000000000.00,4040000000000.00
European Union,EUU,359000000000.00,521000000000.00,687000000000.00,1160000000000.00,2000000000000.00,3860000000000.00,3060000000000.00,5990000000000.00,8560000000000.00,8290000000000.00,9840000000000.00,9610000000000.00,8910000000000.00,9830000000000.00,13800000000000.00,15400000000000.00,19200000000000.00,17000000000000.00,17300000000000.00,18700000000000.00,16600000000000.00,18700000000000.00
Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,220000000000.00,194000000000.00,256000000000.00,367000000000.00,584000000000.00,650000000000.00,817000000000.00,859000000000.00,743000000000.00,832000000000.00
Heavily indebted poor countries (HIPC),HPC,17385808171.00,20911397871.00,27580651253.00,37564566989.00,67435775046.00,108000000000.00,102000000000.00,135000000000.00,127000000000.00,116000000000.00,137000000000.00,151000000000.00,162000000000.00,166000000000.00,218000000000.00,295000000000.00,426000000000.00,474000000000.00,570000000000.00,673000000000.00,677000000000.00,726000000000.00
High income,HIC,1060000000000.00,1420000000000.00,1970000000000.00,3060000000000.00,5090000000000.00,8920000000000.00,9660000000000.00,16100000000000.00,21500000000000.00,23300000000000.00,26100000000000.00,25700000000000.00,27600000000000.00,28500000000000.00,35500000000000.00,39700000000000.00,46100000000000.00,45400000000000.00,49000000000000.00,50700000000000.00,48800000000000.00,54100000000000.00
IBRD only,IBD,303000000000.00,365000000000.00,448000000000.00,668000000000.00,1280000000000.00,2200000000000.00,2400000000000.00,2930000000000.00,3710000000000.00,4350000000000.00,5340000000000.00,5500000000000.00,5800000000000.00,5980000000000.00,8010000000000.00,11400000000000.00,17000000000000.00,20000000000000.00,25100000000000.00,27400000000000.00,26000000000000.00,30500000000000.00
IDA & IBRD total,IBT,340000000000.00,413000000000.00,510000000000.00,753000000000.00,1440000000000.00,2480000000000.00,2700000000000.00,3250000000000.00,4050000000000.00,4660000000000.00,5730000000000.00,5910000000000.00,6260000000000.00,6470000000000.00,8660000000000.00,12300000000000.00,18300000000000.00,21500000000000.00,26900000000000.00,29500000000000.00,28000000000000.00,32700000000000.00
IDA blend,IDB,12276346525.00,16205156535.00,20467426308.00,33268313200.00,71834819291.00,129000000000.00,149000000000.00,143000000000.00,150000000000.00,137000000000.00,175000000000.00,176000000000.00,201000000000.00,223000000000.00,306000000000.00,474000000000.00,652000000000.00,711000000000.00,904000000000.00,1080000000000.00,950000000000.00,991000000000.00
IDA only,IDX,26836510944.00,32702166524.00,43599238283.00,53451876099.00,95098341306.00,153000000000.00,149000000000.00,185000000000.00,185000000000.00,172000000000.00,214000000000.00,234000000000.00,258000000000.00,267000000000.00,340000000000.00,444000000000.00,642000000000.00,749000000000.00,886000000000.00,1060000000000.00,1100000000000.00,1220000000000.00
IDA total,IDA,38132987315.00,47849269159.00,62529748960.00,85664902232.00,166000000000.00,282000000000.00,302000000000.00,329000000000.00,336000000000.00,310000000000.00,391000000000.00,411000000000.00,460000000000.00,491000000000.00,649000000000.00,924000000000.00,1300000000000.00,1470000000000.00,1800000000000.00,2150000000000.00,2050000000000.00,2210000000000.00
Late-demographic dividend,LTE,183000000000.00,212000000000.00,271000000000.00,439000000000.00,788000000000.00,1290000000000.00,1360000000000.00,1800000000000.00,2090000000000.00,2470000000000.00,3330000000000.00,3350000000000.00,3400000000000.00,3720000000000.00,5100000000000.00,7440000000000.00,11700000000000.00,13500000000000.00,17600000000000.00,19700000000000.00,18400000000000.00,22200000000000.00
Latin America & Caribbean,LCN,81565903442.00,111000000000.00,144000000000.00,220000000000.00,435000000000.00,780000000000.00,746000000000.00,922000000000.00,1370000000000.00,1800000000000.00,2080000000000.00,2300000000000.00,2290000000000.00,2010000000000.00,2360000000000.00,3350000000000.00,4590000000000.00,5350000000000.00,6140000000000.00,6420000000000.00,5390000000000.00,5790000000000.00
Latin America & Caribbean (excluding high income),LAC,73151522198.00,98265109427.00,128000000000.00,195000000000.00,404000000000.00,710000000000.00,683000000000.00,842000000000.00,1250000000000.00,1660000000000.00,1900000000000.00,2100000000000.00,2080000000000.00,1810000000000.00,2120000000000.00,3020000000000.00,4200000000000.00,4900000000000.00,5620000000000.00,5880000000000.00,4860000000000.00,5190000000000.00
Latin America & the Caribbean (IDA & IBRD countries),TLA,76702300593.00,104000000000.00,134000000000.00,204000000000.00,410000000000.00,740000000000.00,697000000000.00,860000000000.00,1300000000000.00,1720000000000.00,1990000000000.00,2200000000000.00,2170000000000.00,1880000000000.00,2220000000000.00,3180000000000.00,4400000000000.00,5150000000000.00,5940000000000.00,6200000000000.00,5150000000000.00,5560000000000.00
Least developed countries: UN classification,LDC,..,..,..,..,..,116000000000.00,110000000000.00,151000000000.00,148000000000.00,137000000000.00,172000000000.00,186000000000.00,213000000000.00,220000000000.00,287000000000.00,395000000000.00,587000000000.00,673000000000.00,825000000000.00,970000000000.00,960000000000.00,1050000000000.00
Low & middle income,LMY,330000000000.00,398000000000.00,493000000000.00,728000000000.00,1410000000000.00,2400000000000.00,2630000000000.00,3170000000000.00,3890000000000.00,4470000000000.00,5470000000000.00,5620000000000.00,5990000000000.00,6180000000000.00,8270000000000.00,11700000000000.00,17500000000000.00,20700000000000.00,26100000000000.00,28700000000000.00,27300000000000.00,31700000000000.00
Low income,LIC,..,..,..,..,..,..,..,95698962992.00,96647876654.00,78500474578.00,102000000000.00,114000000000.00,138000000000.00,138000000000.00,172000000000.00,222000000000.00,327000000000.00,368000000000.00,445000000000.00,524000000000.00,494000000000.00,572000000000.00
Lower middle income,LMC,..,..,136000000000.00,185000000000.00,337000000000.00,611000000000.00,681000000000.00,841000000000.00,905000000000.00,991000000000.00,1220000000000.00,1130000000000.00,1290000000000.00,1410000000000.00,1860000000000.00,2590000000000.00,3560000000000.00,4460000000000.00,5290000000000.00,5830000000000.00,6020000000000.00,6710000000000.00
Middle East & North Africa,MEA,..,..,32442601216.00,58546681973.00,194000000000.00,401000000000.00,429000000000.00,408000000000.00,604000000000.00,634000000000.00,802000000000.00,809000000000.00,967000000000.00,967000000000.00,1270000000000.00,1790000000000.00,2650000000000.00,2770000000000.00,3580000000000.00,3570000000000.00,3150000000000.00,3620000000000.00
Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,299000000000.00,395000000000.00,412000000000.00,452000000000.00,454000000000.00,593000000000.00,812000000000.00,1240000000000.00,1380000000000.00,1730000000000.00,1600000000000.00,1450000000000.00,..
Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,296000000000.00,392000000000.00,408000000000.00,447000000000.00,450000000000.00,589000000000.00,807000000000.00,1230000000000.00,1370000000000.00,1720000000000.00,1590000000000.00,1440000000000.00,..
Middle income,MIC,317000000000.00,382000000000.00,472000000000.00,699000000000.00,1360000000000.00,2320000000000.00,2550000000000.00,3080000000000.00,3790000000000.00,4390000000000.00,5370000000000.00,5510000000000.00,5850000000000.00,6050000000000.00,8100000000000.00,11500000000000.00,17100000000000.00,20300000000000.00,25600000000000.00,28100000000000.00,26800000000000.00,31100000000000.00
North America,NAC,584000000000.00,735000000000.00,1010000000000.00,1390000000000.00,2080000000000.00,3130000000000.00,4390000000000.00,5750000000000.00,7110000000000.00,7870000000000.00,8700000000000.00,9700000000000.00,11000000000000.00,11700000000000.00,13200000000000.00,15100000000000.00,16300000000000.00,16600000000000.00,18000000000000.00,19300000000000.00,20200000000000.00,22200000000000.00
Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,1070000000000.00,1430000000000.00,1980000000000.00,3070000000000.00,5050000000000.00,8780000000000.00,9520000000000.00,15900000000000.00,21300000000000.00,23100000000000.00,25600000000000.00,25500000000000.00,27400000000000.00,28300000000000.00,35300000000000.00,39300000000000.00,45600000000000.00,44700000000000.00,48000000000000.00,49600000000000.00,47800000000000.00,52600000000000.00
Other small states,OSS,..,..,..,..,16794063120.00,37618386316.00,34033450435.00,43675781638.00,61468818161.00,61128669347.00,73829456338.00,75258435009.00,91704697250.00,98342776279.00,152000000000.00,217000000000.00,326000000000.00,325000000000.00,421000000000.00,449000000000.00,366000000000.00,452000000000.00
Pacific island small states,PSS,..,..,..,..,1134402783.00,1924780552.00,2035177403.00,2152808179.00,2831256753.00,3457409495.00,3999190665.00,3409647153.00,3444110965.00,3545570346.00,4792905779.00,5538564572.00,6556133688.00,6416533301.00,8148861957.00,9174063771.00,9280440562.00,10302802236.00
Post-demographic dividend,PST,1040000000000.00,1400000000000.00,1930000000000.00,3000000000000.00,4930000000000.00,8530000000000.00,9320000000000.00,15700000000000.00,20800000000000.00,22400000000000.00,25000000000000.00,24600000000000.00,26300000000000.00,27100000000000.00,33800000000000.00,37500000000000.00,43200000000000.00,42500000000000.00,45500000000000.00,46900000000000.00,45400000000000.00,50000000000000.00
Pre-demographic dividend,PRE,11098746292.00,13600286185.00,16744504725.00,26370211654.00,61878977427.00,118000000000.00,112000000000.00,126000000000.00,176000000000.00,146000000000.00,191000000000.00,208000000000.00,241000000000.00,283000000000.00,394000000000.00,624000000000.00,951000000000.00,1010000000000.00,1310000000000.00,1530000000000.00,1220000000000.00,1310000000000.00
Small states,SST,..,..,..,10475340827.00,26348644434.00,52895272922.00,52170336461.00,62044474487.00,81487702935.00,84375394999.00,102000000000.00,109000000000.00,129000000000.00,139000000000.00,200000000000.00,277000000000.00,402000000000.00,394000000000.00,500000000000.00,531000000000.00,443000000000.00,536000000000.00
South Asia,SAS,47133391310.00,69112222702.00,72094598961.00,91584316045.00,133000000000.00,236000000000.00,273000000000.00,375000000000.00,385000000000.00,432000000000.00,525000000000.00,558000000000.00,622000000000.00,670000000000.00,907000000000.00,1200000000000.00,1530000000000.00,2060000000000.00,2300000000000.00,2580000000000.00,2920000000000.00,3460000000000.00
South Asia (IDA & IBRD),TSA,47133391310.00,69112222702.00,72094598961.00,91584316045.00,133000000000.00,236000000000.00,273000000000.00,375000000000.00,385000000000.00,432000000000.00,525000000000.00,558000000000.00,622000000000.00,670000000000.00,907000000000.00,1200000000000.00,1530000000000.00,2060000000000.00,2300000000000.00,2580000000000.00,2920000000000.00,3460000000000.00
Sub-Saharan Africa,SSF,29804713532.00,37544989970.00,47690187184.00,73717323157.00,148000000000.00,272000000000.00,277000000000.00,326000000000.00,338000000000.00,311000000000.00,368000000000.00,369000000000.00,397000000000.00,412000000000.00,644000000000.00,909000000000.00,1210000000000.00,1370000000000.00,1640000000000.00,1830000000000.00,1550000000000.00,1700000000000.00
Sub-Saharan Africa (excluding high income),SSA,29793497231.00,37530564971.00,47675789077.00,73688566937.00,147000000000.00,272000000000.00,277000000000.00,326000000000.00,338000000000.00,310000000000.00,367000000000.00,368000000000.00,396000000000.00,412000000000.00,643000000000.00,908000000000.00,1210000000000.00,1370000000000.00,1630000000000.00,1830000000000.00,1540000000000.00,1700000000000.00
Sub-Saharan Africa (IDA & IBRD countries),TSS,29804713532.00,37544989970.00,47690187184.00,73717323157.00,148000000000.00,272000000000.00,277000000000.00,326000000000.00,338000000000.00,311000000000.00,368000000000.00,369000000000.00,397000000000.00,412000000000.00,644000000000.00,909000000000.00,1210000000000.00,1370000000000.00,1640000000000.00,1830000000000.00,1550000000000.00,1700000000000.00
Upper middle income,UMC,228000000000.00,258000000000.00,336000000000.00,515000000000.00,1020000000000.00,1710000000000.00,1870000000000.00,2240000000000.00,2890000000000.00,3400000000000.00,4150000000000.00,4380000000000.00,4560000000000.00,4630000000000.00,6240000000000.00,8930000000000.00,13600000000000.00,15900000000000.00,20300000000000.00,22300000000000.00,20700000000000.00,24400000000000.00
World,WLD,1370000000000.00,1800000000000.00,2440000000000.00,3780000000000.00,6430000000000.00,11200000000000.00,12200000000000.00,19200000000000.00,25400000000000.00,27800000000000.00,31500000000000.00,31400000000000.00,33600000000000.00,34700000000000.00,43800000000000.00,51400000000000.00,63600000000000.00,66000000000000.00,75000000000000.00,79300000000000.00,76100000000000.00,85800000000000.00
