Year,Country,Medal,Value Points
1994,AUS,Bronze,1
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,USA,Silver,2
1994,USA,Silver,2
1994,USA,Silver,2
1994,USA,Silver,2
1994,USA,Silver,2
1994,GBR,Bronze,1
1994,KOR,Gold,3
1994,ITA,Silver,2
1994,USA,Bronze,1
1994,USA,Gold,3
1994,CHN,Silver,2
1994,NED,Bronze,1
1994,NOR,Gold,3
1994,NOR,Silver,2
1994,RUS,Bronze,1
1994,USA,Gold,3
1994,BLR,Silver,2
1994,CHN,Bronze,1
1994,USA,Gold,3
1994,GER,Silver,2
1994,NED,Bronze,1
1994,NOR,Gold,3
1994,NED,Silver,2
1994,GER,Bronze,1
1994,AUT,Gold,3
1994,RUS,Silver,2
1994,GER,Bronze,1
1994,RUS,Gold,3
1994,AUT,Silver,2
1994,NED,Bronze,1
1994,NOR,Gold,3
1994,NOR,Silver,2
1994,JPN,Bronze,1
1994,GER,Gold,3
1994,GER,Silver,2
1994,JPN,Bronze,1
1994,RUS,Gold,3
1994,RUS,Silver,2
1994,GER,Bronze,1
1994,USA,Gold,3
1994,CAN,Silver,2
1994,NOR,Bronze,1
1994,NOR,Gold,3
1994,NOR,Silver,2
1994,SLO,Bronze,1
1994,SWE,Gold,3
1994,SUI,Silver,2
1994,CAN,Bronze,1
1994,USA,Gold,3
1994,NOR,Silver,2
1994,ITA,Bronze,1
1994,GER,Gold,3
1994,USA,Silver,2
1994,AUT,Bronze,1
1994,GER,Gold,3
1994,SUI,Silver,2
1994,SUI,Bronze,1
1994,ITA,Gold,3
1994,GER,Silver,2
1994,SLO,Bronze,1
1994,AUT,Gold,3
1994,ITA,Silver,2
1994,SLO,Bronze,1
1994,SUI,Gold,3
1994,AUT,Silver,2
1994,NOR,Bronze,1
1994,GER,Gold,3
1994,USA,Silver,2
1994,ITA,Bronze,1
1994,USA,Gold,3
1994,RUS,Silver,2
1994,ITA,Bronze,1
1994,NOR,Gold,3
1994,KAZ,Silver,2
1994,RUS,Bronze,1
1994,ITA,Gold,3
1994,RUS,Silver,2
1994,FIN,Bronze,1
1994,ITA,Gold,3
1994,NOR,Silver,2
1994,FIN,Bronze,1
1994,NOR,Gold,3
1994,NOR,Silver,2
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,FIN,Bronze,1
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,ITA,Gold,3
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,ITA,Bronze,1
1994,ITA,Bronze,1
1994,ITA,Bronze,1
1994,ITA,Bronze,1
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,RUS,Gold,3
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,NOR,Bronze,1
1994,KAZ,Gold,3
1994,FIN,Silver,2
1994,FIN,Bronze,1
1994,RUS,Gold,3
1994,ITA,Silver,2
1994,ITA,Bronze,1
1994,NOR,Gold,3
1994,KAZ,Silver,2
1994,ITA,Bronze,1
1994,RUS,Gold,3
1994,ITA,Silver,2
1994,CAN,Bronze,1
1994,SUI,Gold,3
1994,CAN,Silver,2
1994,NOR,Bronze,1
1994,UZB,Gold,3
1994,SWE,Silver,2
1994,FRA,Bronze,1
1994,CAN,Gold,3
1994,RUS,Silver,2
1994,RUS,Bronze,1
1994,NOR,Gold,3
1994,USA,Silver,2
1994,NOR,Bronze,1
1994,NOR,Gold,3
1994,JPN,Silver,2
1994,SUI,Bronze,1
1994,SUI,Bronze,1
1994,SUI,Bronze,1
1994,JPN,Gold,3
1994,JPN,Gold,3
1994,JPN,Gold,3
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,NOR,Silver,2
1994,AUT,Bronze,1
1994,GER,Gold,3
1994,NOR,Silver,2
1994,AUT,Bronze,1
1994,AUT,Bronze,1
1994,AUT,Bronze,1
1994,AUT,Bronze,1
1994,GER,Gold,3
1994,GER,Gold,3
1994,GER,Gold,3
1994,GER,Gold,3
1994,JPN,Silver,2
1994,JPN,Silver,2
1994,JPN,Silver,2
1994,JPN,Silver,2
1994,GER,Bronze,1
1994,NOR,Gold,3
1994,NOR,Silver,2
1998,FIN,Bronze,1
1998,NOR,Gold,3
1998,NOR,Silver,2
1998,GER,Bronze,1
1998,BUL,Gold,3
1998,UKR,Silver,2
1998,BLR,Bronze,1
1998,NOR,Gold,3
1998,ITA,Silver,2
1998,RUS,Bronze,1
1998,RUS,Bronze,1
1998,RUS,Bronze,1
1998,RUS,Bronze,1
1998,GER,Gold,3
1998,GER,Gold,3
1998,GER,Gold,3
1998,GER,Gold,3
1998,NOR,Silver,2
1998,NOR,Silver,2
1998,NOR,Silver,2
1998,NOR,Silver,2
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,GER,Gold,3
1998,GER,Gold,3
1998,GER,Gold,3
1998,GER,Gold,3
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,GER,Bronze,1
1998,RUS,Gold,3
1998,GER,Silver,2
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,GBR,Bronze,1
1998,GBR,Bronze,1
1998,GBR,Bronze,1
1998,GBR,Bronze,1
1998,GER,Gold,3
1998,GER,Gold,3
1998,GER,Gold,3
1998,GER,Gold,3
1998,SUI,Silver,2
1998,SUI,Silver,2
1998,SUI,Silver,2
1998,SUI,Silver,2
1998,GER,Bronze,1
1998,GER,Bronze,1
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,ITA,Gold,3
1998,ITA,Gold,3
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,NOR,Bronze,1
1998,SUI,Gold,3
1998,SUI,Gold,3
1998,SUI,Gold,3
1998,SUI,Gold,3
1998,SUI,Gold,3
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,SWE,Bronze,1
1998,SWE,Bronze,1
1998,SWE,Bronze,1
1998,SWE,Bronze,1
1998,SWE,Bronze,1
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,DEN,Silver,2
1998,DEN,Silver,2
1998,DEN,Silver,2
1998,DEN,Silver,2
1998,DEN,Silver,2
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,CZE,Gold,3
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,USA,Gold,3
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,CAN,Silver,2
1998,USA,Bronze,1
1998,USA,Bronze,1
1998,GER,Gold,3
1998,GER,Gold,3
1998,USA,Silver,2
1998,USA,Silver,2
1998,GER,Bronze,1
1998,GER,Gold,3
1998,ITA,Silver,2
1998,AUT,Bronze,1
1998,GER,Gold,3
1998,GER,Silver,2
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,RUS,Gold,3
1998,RUS,Gold,3
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,FRA,Bronze,1
1998,RUS,Gold,3
1998,CAN,Silver,2
1998,CHN,Bronze,1
1998,USA,Gold,3
1998,USA,Silver,2
1998,GER,Bronze,1
1998,GER,Bronze,1
1998,RUS,Gold,3
1998,RUS,Gold,3
1998,RUS,Silver,2
1998,RUS,Silver,2
1998,CAN,Bronze,1
1998,KOR,Gold,3
1998,CHN,Silver,2
1998,KOR,Bronze,1
1998,KOR,Gold,3
1998,CHN,Silver,2
1998,CAN,Bronze,1
1998,CAN,Bronze,1
1998,CAN,Bronze,1
1998,CAN,Bronze,1
1998,KOR,Gold,3
1998,KOR,Gold,3
1998,KOR,Gold,3
1998,KOR,Gold,3
1998,CHN,Silver,2
1998,CHN,Silver,2
1998,CHN,Silver,2
1998,CHN,Silver,2
1998,CHN,Bronze,1
1998,CHN,Bronze,1
1998,CHN,Bronze,1
1998,CHN,Bronze,1
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,CAN,Gold,3
1998,KOR,Silver,2
1998,KOR,Silver,2
1998,KOR,Silver,2
1998,KOR,Silver,2
1998,JPN,Bronze,1
1998,JPN,Gold,3
1998,CHN,Silver,2
1998,KOR,Bronze,1
1998,CAN,Gold,3
1998,CHN,Silver,2
1998,NED,Bronze,1
1998,NED,Gold,3
1998,NED,Silver,2
1998,JPN,Bronze,1
1998,NED,Gold,3
1998,NED,Silver,2
1998,CAN,Bronze,1
1998,NED,Gold,3
1998,USA,Silver,2
1998,NED,Bronze,1
1998,NOR,Gold,3
1998,NED,Silver,2
1998,USA,Bronze,1
1998,NED,Gold,3
1998,GER,Silver,2
1998,GER,Bronze,1
1998,GER,Gold,3
1998,GER,Silver,2
1998,BEL,Bronze,1
1998,NED,Gold,3
1998,NED,Silver,2
1998,KAZ,Bronze,1
1998,GER,Gold,3
1998,GER,Silver,2
1998,CAN,Bronze,1
1998,JPN,Gold,3
1998,CAN,Silver,2
1998,JPN,Bronze,1
1998,CAN,Gold,3
1998,CAN,Silver,2
1998,AUT,Bronze,1
1998,AUT,Gold,3
1998,NOR,Silver,2
1998,GER,Bronze,1
1998,GER,Gold,3
1998,GER,Silver,2
1998,AUT,Bronze,1
1998,FRA,Gold,3
1998,NOR,Silver,2
1998,FRA,Bronze,1
1998,GER,Gold,3
1998,SWE,Silver,2
1998,SUI,Bronze,1
1998,AUT,Gold,3
1998,AUT,Silver,2
1998,GER,Bronze,1
1998,ITA,Gold,3
1998,AUT,Silver,2
1998,AUT,Bronze,1
1998,NOR,Gold,3
1998,NOR,Silver,2
1998,AUS,Bronze,1
1998,GER,Gold,3
1998,ITA,Silver,2
1998,AUT,Gold,3
1998,AUT,Silver,2
1998,SUI,Silver,2
1998,AUT,Bronze,1
1998,USA,Gold,3
1998,AUT,Silver,2
1998,FIN,Bronze,1
1998,NOR,Gold,3
1998,AUT,Silver,2
1998,NOR,Bronze,1
1998,RUS,Gold,3
1998,RUS,Silver,2
1998,RUS,Bronze,1
1998,RUS,Gold,3
1998,ITA,Silver,2
1998,ITA,Bronze,1
1998,FIN,Gold,3
1998,NOR,Silver,2
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,FIN,Bronze,1
1998,NOR,Gold,3
1998,NOR,Gold,3
1998,NOR,Gold,3
1998,NOR,Gold,3
1998,ITA,Silver,2
1998,ITA,Silver,2
1998,ITA,Silver,2
1998,ITA,Silver,2
1998,ITA,Bronze,1
1998,ITA,Bronze,1
1998,ITA,Bronze,1
1998,ITA,Bronze,1
1998,RUS,Gold,3
1998,RUS,Gold,3
1998,RUS,Gold,3
1998,RUS,Gold,3
1998,NOR,Silver,2
1998,NOR,Silver,2
1998,NOR,Silver,2
1998,NOR,Silver,2
1998,AUT,Bronze,1
1998,NOR,Gold,3
1998,SWE,Silver,2
1998,NOR,Bronze,1
1998,RUS,Gold,3
1998,CZE,Silver,2
1998,KAZ,Bronze,1
1998,NOR,Gold,3
1998,NOR,Silver,2
1998,CZE,Bronze,1
1998,RUS,Gold,3
1998,RUS,Silver,2
1998,BLR,Bronze,1
1998,USA,Gold,3
1998,FRA,Silver,2
1998,SUI,Bronze,1
1998,USA,Gold,3
1998,CHN,Silver,2
1998,FIN,Bronze,1
1998,USA,Gold,3
1998,FIN,Silver,2
1998,NOR,Bronze,1
1998,JPN,Gold,3
1998,GER,Silver,2
1998,RUS,Bronze,1
1998,NOR,Gold,3
1998,FIN,Silver,2
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,FRA,Bronze,1
1998,NOR,Gold,3
1998,NOR,Gold,3
1998,NOR,Gold,3
1998,NOR,Gold,3
1998,FIN,Silver,2
1998,FIN,Silver,2
1998,FIN,Silver,2
1998,FIN,Silver,2
1998,JPN,Bronze,1
1998,JPN,Gold,3
1998,FIN,Silver,2
1998,AUT,Bronze,1
1998,AUT,Bronze,1
1998,AUT,Bronze,1
1998,AUT,Bronze,1
1998,JPN,Gold,3
1998,JPN,Gold,3
1998,JPN,Gold,3
1998,JPN,Gold,3
1998,GER,Silver,2
1998,GER,Silver,2
1998,GER,Silver,2
1998,GER,Silver,2
1998,AUT,Bronze,1
1998,FIN,Gold,3
1998,JPN,Silver,2
1998,SUI,Bronze,1
1998,CAN,Gold,3
1998,ITA,Silver,2
1998,AUT,Bronze,1
1998,FRA,Gold,3
1998,GER,Silver,2
1998,USA,Bronze,1
1998,SUI,Gold,3
1998,NOR,Silver,2
1998,USA,Bronze,1
1998,GER,Gold,3
1998,NOR,Silver,2
2002,AUT,Bronze,1
2002,NOR,Gold,3
2002,GER,Silver,2
2002,BUL,Bronze,1
2002,RUS,Gold,3
2002,GER,Silver,2
2002,GER,Bronze,1
2002,NOR,Gold,3
2002,FRA,Silver,2
2002,SWE,Bronze,1
2002,GER,Gold,3
2002,NOR,Silver,2
2002,RUS,Bronze,1
2002,NOR,Gold,3
2002,GER,Silver,2
2002,FRA,Bronze,1
2002,FRA,Bronze,1
2002,FRA,Bronze,1
2002,FRA,Bronze,1
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,GER,Silver,2
2002,GER,Silver,2
2002,GER,Silver,2
2002,GER,Silver,2
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,NOR,Silver,2
2002,NOR,Silver,2
2002,NOR,Silver,2
2002,NOR,Silver,2
2002,SWE,Bronze,1
2002,GER,Gold,3
2002,GER,Silver,2
2002,USA,Bronze,1
2002,USA,Bronze,1
2002,USA,Bronze,1
2002,USA,Bronze,1
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,GER,Gold,3
2002,GER,Gold,3
2002,SUI,Silver,2
2002,SUI,Silver,2
2002,GER,Bronze,1
2002,GER,Bronze,1
2002,USA,Gold,3
2002,USA,Gold,3
2002,GER,Silver,2
2002,GER,Silver,2
2002,SUI,Bronze,1
2002,USA,Gold,3
2002,AUT,Silver,2
2002,GBR,Bronze,1
2002,USA,Gold,3
2002,USA,Silver,2
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,CAN,Silver,2
2002,CAN,Silver,2
2002,CAN,Silver,2
2002,CAN,Silver,2
2002,CAN,Silver,2
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,GBR,Gold,3
2002,GBR,Gold,3
2002,GBR,Gold,3
2002,GBR,Gold,3
2002,GBR,Gold,3
2002,SUI,Silver,2
2002,SUI,Silver,2
2002,SUI,Silver,2
2002,SUI,Silver,2
2002,SUI,Silver,2
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,RUS,Bronze,1
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,SWE,Bronze,1
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Silver,2
2002,USA,Bronze,1
2002,USA,Bronze,1
2002,GER,Gold,3
2002,GER,Gold,3
2002,USA,Silver,2
2002,USA,Silver,2
2002,AUT,Bronze,1
2002,ITA,Gold,3
2002,GER,Silver,2
2002,GER,Bronze,1
2002,GER,Gold,3
2002,GER,Silver,2
2002,ITA,Bronze,1
2002,ITA,Bronze,1
2002,FRA,Gold,3
2002,FRA,Gold,3
2002,RUS,Silver,2
2002,RUS,Silver,2
2002,USA,Bronze,1
2002,RUS,Gold,3
2002,RUS,Silver,2
2002,USA,Bronze,1
2002,USA,Gold,3
2002,RUS,Silver,2
2002,CHN,Bronze,1
2002,CHN,Bronze,1
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,RUS,Gold,3
2002,RUS,Gold,3
2002,CAN,Bronze,1
2002,AUS,Gold,3
2002,USA,Silver,2
2002,CHN,Bronze,1
2002,CHN,Gold,3
2002,KOR,Silver,2
2002,CAN,Bronze,1
2002,USA,Gold,3
2002,CHN,Silver,2
2002,BUL,Bronze,1
2002,KOR,Gold,3
2002,KOR,Silver,2
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,CAN,Bronze,1
2002,KOR,Gold,3
2002,KOR,Gold,3
2002,KOR,Gold,3
2002,KOR,Gold,3
2002,CHN,Silver,2
2002,CHN,Silver,2
2002,CHN,Silver,2
2002,CHN,Silver,2
2002,CHN,Bronze,1
2002,CHN,Bronze,1
2002,CHN,Bronze,1
2002,CHN,Bronze,1
2002,CHN,Bronze,1
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,CAN,Gold,3
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,USA,Bronze,1
2002,CAN,Gold,3
2002,CAN,Silver,2
2002,CHN,Bronze,1
2002,CHN,Gold,3
2002,BUL,Silver,2
2002,NOR,Bronze,1
2002,NED,Gold,3
2002,NED,Silver,2
2002,USA,Bronze,1
2002,NED,Gold,3
2002,NED,Silver,2
2002,USA,Bronze,1
2002,USA,Gold,3
2002,GER,Silver,2
2002,NOR,Bronze,1
2002,USA,Gold,3
2002,NED,Silver,2
2002,USA,Bronze,1
2002,GER,Gold,3
2002,GER,Silver,2
2002,CAN,Bronze,1
2002,GER,Gold,3
2002,NED,Silver,2
2002,GER,Bronze,1
2002,NED,Gold,3
2002,USA,Silver,2
2002,CAN,Bronze,1
2002,GER,Gold,3
2002,NED,Silver,2
2002,USA,Bronze,1
2002,USA,Gold,3
2002,JPN,Silver,2
2002,GER,Bronze,1
2002,CAN,Gold,3
2002,GER,Silver,2
2002,AUT,Bronze,1
2002,NOR,Gold,3
2002,USA,Silver,2
2002,GER,Bronze,1
2002,CRO,Gold,3
2002,AUT,Silver,2
2002,AUT,Bronze,1
2002,AUT,Gold,3
2002,NOR,Silver,2
2002,AUT,Bronze,1
2002,FRA,Gold,3
2002,ITA,Silver,2
2002,NOR,Bronze,1
2002,AUT,Gold,3
2002,USA,Silver,2
2002,SUI,Bronze,1
2002,CRO,Gold,3
2002,SWE,Silver,2
2002,AUT,Bronze,1
2002,FRA,Gold,3
2002,FRA,Silver,2
2002,SWE,Bronze,1
2002,CRO,Gold,3
2002,FRA,Silver,2
2002,AUT,Bronze,1
2002,NOR,Gold,3
2002,AUT,Silver,2
2002,ITA,Bronze,1
2002,ITA,Gold,3
2002,CRO,Silver,2
2002,ITA,Bronze,1
2002,NOR,Gold,3
2002,RUS,Silver,2
2002,SWE,Bronze,1
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,EST,Bronze,1
2002,EST,Gold,3
2002,NOR,Silver,2
2002,RUS,Bronze,1
2002,ITA,Gold,3
2002,CZE,Silver,2
2002,NOR,Bronze,1
2002,ITA,Gold,3
2002,ITA,Silver,2
2002,NOR,Bronze,1
2002,AUT,Gold,3
2002,AUT,Silver,2
2002,GER,Bronze,1
2002,GER,Bronze,1
2002,GER,Bronze,1
2002,GER,Bronze,1
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,NOR,Gold,3
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,ITA,Silver,2
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,SUI,Bronze,1
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,GER,Gold,3
2002,NOR,Silver,2
2002,NOR,Silver,2
2002,NOR,Silver,2
2002,NOR,Silver,2
2002,NOR,Bronze,1
2002,RUS,Gold,3
2002,EST,Silver,2
2002,GER,Bronze,1
2002,CAN,Gold,3
2002,CZE,Silver,2
2002,ITA,Bronze,1
2002,NOR,Gold,3
2002,GER,Silver,2
2002,NOR,Bronze,1
2002,RUS,Gold,3
2002,GER,Silver,2
2002,BLR,Bronze,1
2002,CZE,Gold,3
2002,USA,Silver,2
2002,CAN,Bronze,1
2002,AUS,Gold,3
2002,CAN,Silver,2
2002,FRA,Bronze,1
2002,FIN,Gold,3
2002,USA,Silver,2
2002,JPN,Bronze,1
2002,NOR,Gold,3
2002,USA,Silver,2
2002,AUT,Bronze,1
2002,FIN,Gold,3
2002,FIN,Silver,2
2002,AUT,Bronze,1
2002,FIN,Gold,3
2002,GER,Silver,2
2002,AUT,Bronze,1
2002,AUT,Bronze,1
2002,AUT,Bronze,1
2002,AUT,Bronze,1
2002,FIN,Gold,3
2002,FIN,Gold,3
2002,FIN,Gold,3
2002,FIN,Gold,3
2002,GER,Silver,2
2002,GER,Silver,2
2002,GER,Silver,2
2002,GER,Silver,2
2002,FIN,Bronze,1
2002,SUI,Gold,3
2002,POL,Silver,2
